tier	candidate	candidate_ensembl	candidate_mgi	candidate_name	mito_rxn	mito_subsystem	mito_rxn_description	mito_ec	mito_gpr_state	mito_gpr_genes	evidence	n_shared_genes	shared_genes	paralogue_of	already_elsewhere_in_model	mouse1_rxns	n_mouse1_rxns	mouse1_compartments	mouse1_subsystems	candidate_promiscuity	candidate_context
B	Slc16a10	ENSMUSG00000019838	MGI:1919722	solute carrier family 16 (monocarboxylic acid transporters), member 10	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	4	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	TRPt	Boundary conditions - essential amino acids	L-tryptophan transport		empty	(none)	bigg,struct	0			False	MAR05080	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	VALtec	Boundary conditions - essential amino acids	L-valine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05089	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	24	complex
B	Slc7a10	ENSMUSG00000030495	MGI:1858261	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	18	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	r2534	Boundary conditions - essential amino acids	L-threonine transport		empty	(none)	bigg,struct	0			False	MAR05091	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05077,MAR06372	2	ce	Transport reactions	53	complex
B	Slc36a2	ENSMUSG00000020264	MGI:1891430	solute carrier family 36 (proton/amino acid symporter), member 2	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06372	1	ce	Transport reactions	4	isozyme
B	Slc36a3	ENSMUSG00000049491	MGI:2665001	solute carrier family 36 (proton/amino acid symporter), member 3	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06372	1	ce	Transport reactions	4	isozyme
B	Slc36a4	ENSMUSG00000043885	MGI:2442595	solute carrier family 36 (proton/amino acid symporter), member 4	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06372	1	ce	Transport reactions	4	isozyme
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	24	complex
B	Slc7a10	ENSMUSG00000030495	MGI:1858261	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	18	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	ALAt2r	Boundary conditions - nonessential amino acids	L-alanine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05077	1	ce	Transport reactions	18	complex
B	Slc38a4	ENSMUSG00000022464	MGI:1916604	solute carrier family 38, member 4	ARGtiDF	Boundary conditions - nonessential amino acids	L-arginine transport via diffusion (extracellular to cytosol)		empty	(none)	struct	0			False	MAR05068	1	ce	Transport reactions	17	isozyme
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	ARGtiDF	Boundary conditions - nonessential amino acids	L-arginine transport via diffusion (extracellular to cytosol)		empty	(none)	struct	0			False	MAR05068	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	ARGtiDF	Boundary conditions - nonessential amino acids	L-arginine transport via diffusion (extracellular to cytosol)		empty	(none)	struct	0			False	MAR05068	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	ARGtiDF	Boundary conditions - nonessential amino acids	L-arginine transport via diffusion (extracellular to cytosol)		empty	(none)	struct	0			False	MAR05068	1	ce	Transport reactions	24	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	24	complex
B	Slc7a10	ENSMUSG00000030495	MGI:1858261	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	18	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	CYStec	Boundary conditions - nonessential amino acids	L-cysteine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05084	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05076,MAR06371	2	ce	Transport reactions	53	complex
B	Slc36a2	ENSMUSG00000020264	MGI:1891430	solute carrier family 36 (proton/amino acid symporter), member 2	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06371	1	ce	Transport reactions	4	isozyme
B	Slc36a3	ENSMUSG00000049491	MGI:2665001	solute carrier family 36 (proton/amino acid symporter), member 3	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06371	1	ce	Transport reactions	4	isozyme
B	Slc36a4	ENSMUSG00000043885	MGI:2442595	solute carrier family 36 (proton/amino acid symporter), member 4	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06371	1	ce	Transport reactions	4	isozyme
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	17	complex
B	Slc6a18	ENSMUSG00000021612	MGI:1336892	solute carrier family 6 (neurotransmitter transporter), member 18	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	14	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	24	complex
B	Slc7a10	ENSMUSG00000030495	MGI:1858261	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	18	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	GLYt2r	Boundary conditions - nonessential amino acids	glycine reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05076	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05087,MAR06373	2	ce	Transport reactions	53	complex
B	Slc36a2	ENSMUSG00000020264	MGI:1891430	solute carrier family 36 (proton/amino acid symporter), member 2	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06373	1	ce	Transport reactions	4	isozyme
B	Slc36a3	ENSMUSG00000049491	MGI:2665001	solute carrier family 36 (proton/amino acid symporter), member 3	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06373	1	ce	Transport reactions	4	isozyme
B	Slc36a4	ENSMUSG00000043885	MGI:2442595	solute carrier family 36 (proton/amino acid symporter), member 4	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR06373	1	ce	Transport reactions	4	isozyme
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	PROt2r	Boundary conditions - nonessential amino acids	L-proline reversible transport via proton symport		empty	(none)	bigg	0			False	MAR05087	1	ce	Transport reactions	18	complex
B	Slc16a10	ENSMUSG00000019838	MGI:1919722	solute carrier family 16 (monocarboxylic acid transporters), member 10	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	4	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	TYRt	Boundary conditions - nonessential amino acids	L-tyrosine transport		empty	(none)	bigg,struct	0			False	MAR05074	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	24	complex
